"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"CON186","2006.0","25.0","06/20/2006 09:00:00","06/27/2006 08:00:00","0.587","1.691","0.8","4.011","4.747","0.558","0.405","0.258","0.074","0.097","0.013"
"CON186","2007.0","25.0","06/19/2007 09:00:00","06/26/2007 08:00:00","0.449","1.018","0.872","3.297","4.117","0.349","0.267","0.237","0.062","0.056","0.014"
"CON186","2005.0","24.0","06/14/2005 09:00:00","06/21/2005 08:00:00","0.366","1.541","0.968","3.206","4.123","0.57","0.251","0.21","0.05","0.059","0.014"
"CON186","2007.0","23.0","06/05/2007 09:00:00","06/12/2007 08:00:00","0.498","1.584","3.018","3.274","6.239","0.618","0.496","0.633","0.122","0.108","0.029"
"CON186","2009.0","30.0","07/21/2009 09:00:00","07/28/2009 08:00:00","","","","","","","","","","",""
"CON186","2006.0","29.0","07/18/2006 09:00:00","07/25/2006 08:00:00","0.661","1.875","0.586","3.931","4.454","0.486","0.323","0.232","0.063","0.107","0.013"
"CON186","2005.0","27.0","07/05/2005 09:00:00","07/12/2005 08:00:00","0.782","1.791","1.143","4.278","5.353","0.616","0.297","0.203","0.064","0.178","0.014"
"CON186","2008.0","29.0","07/15/2008 09:00:00","07/22/2008 08:00:00","0.568","2.184","1.37","5.166","6.454","0.697","0.355","0.402","0.094","0.112","0.015"
"CON186","2003.0","31.0","07/29/2003 09:00:00","08/05/2003 08:00:00","0.571","1.702","0.982","5.142","6.042","0.656","0.211","0.141","0.039","0.052",""
"CON186","2009.0","28.0","07/07/2009 09:00:00","07/14/2009 08:00:00","0.255","0.867","0.602","2.442","3.006","0.291","0.159","0.203","0.047","0.048","0.014"
"CON186","2006.0","28.0","07/11/2006 09:00:00","07/18/2006 08:00:00","0.765","1.474","1.073","3.257","4.277","0.426","0.433","0.244","0.071","0.143","0.016"
"CON186","2006.0","27.0","07/04/2006 09:00:00","07/11/2006 08:00:00","","","","","","","","","","",""
"CON186","2003.0","30.0","07/22/2003 09:00:00","07/29/2003 08:00:00","0.703","2.394","1.869","5.537","7.318","1.0","0.381","0.25","0.072","0.109",""
"CON186","2004.0","31.0","07/27/2004 09:00:00","08/03/2004 08:00:00","0.397","1.46","0.98","4.273","5.185","0.582","0.274","0.159","0.047","0.057","0.014"
"CON186","2009.0","31.0","07/28/2009 09:00:00","08/04/2009 08:00:00","0.072","1.008","0.469","2.685","3.111","0.392","0.175","0.128","0.034","0.055","0.014"
"CON186","2003.0","29.0","07/15/2003 09:00:00","07/22/2003 08:00:00","0.748","2.159","1.313","4.336","5.58","0.788","0.431","0.267","0.08","0.138",""
"CON186","2008.0","31.0","07/29/2008 09:00:00","08/05/2008 08:00:00","0.376","1.609","1.045","3.506","4.495","0.535","0.247","0.303","0.066","0.061","0.013"
"CON186","2007.0","27.0","07/03/2007 09:00:00","07/10/2007 08:00:00","0.446","1.3","0.772","3.329","4.049","0.426","0.255","0.231","0.065","0.13","0.013"
"CON186","2008.0","27.0","07/01/2008 09:00:00","07/08/2008 08:00:00","0.449","1.09","0.607","2.873","3.434","0.407","0.198","0.156","0.045","0.11","0.014"
"CON186","2009.0","29.0","07/14/2009 09:00:00","07/21/2009 08:00:00","0.438","1.448","1.319","3.455","4.719","0.488","0.536","0.373","0.097","0.106","0.021"
"CON186","2008.0","28.0","07/08/2008 09:00:00","07/15/2008 08:00:00","0.581","2.018","1.98","3.51","5.435","0.724","0.515","0.287","0.09","0.147","0.014"
"CON186","2007.0","28.0","07/10/2007 09:00:00","07/17/2007 08:00:00","0.474","1.371","1.187","4.277","5.396","0.484","0.355","0.254","0.081","0.088","0.014"
"CON186","2010.0","28.0","07/06/2010 09:00:00","07/13/2010 08:00:00","0.276","1.283","0.576","3.109","3.635","0.415","0.172","0.177","0.038","0.074","0.013"
"CON186","2004.0","28.0","07/06/2004 09:00:00","07/13/2004 08:00:00","0.475","1.388","0.814","3.271","4.033","0.472","0.244","0.146","0.04","0.053","0.014"
"CON186","2010.0","31.0","07/27/2010 09:00:00","08/03/2010 08:00:00","0.358","1.319","0.975","3.087","4.013","0.453","0.2","0.297","0.053","0.069","0.014"
"CON186","2003.0","27.0","07/01/2003 09:00:00","07/08/2003 08:00:00","0.568","1.533","1.257","4.563","5.747","0.484","0.219","0.344","0.076","0.17",""
"CON186","2003.0","28.0","07/08/2003 09:00:00","07/15/2003 08:00:00","0.454","1.771","0.843","4.309","5.084","0.649","0.288","0.217","0.055","0.087",""
"CON186","2008.0","30.0","07/22/2008 09:00:00","07/29/2008 08:00:00","0.493","1.926","1.381","4.19","5.504","0.585","0.283","0.445","0.084","0.073","0.014"
"CON186","2007.0","29.0","07/17/2007 09:00:00","07/24/2007 08:00:00","0.524","1.657","1.913","3.377","5.237","0.466","0.514","0.411","0.151","0.107","0.038"
"CON186","2006.0","30.0","07/25/2006 09:00:00","08/01/2006 08:00:00","0.314","2.46","1.635","2.982","4.57","0.886","0.272","0.215","0.056","0.079","0.014"
"CON186","2004.0","29.0","07/13/2004 09:00:00","07/20/2004 08:00:00","0.814","1.425","1.192","4.03","5.158","0.528","0.331","0.222","0.059","0.076","0.014"
"CON186","2004.0","30.0","07/20/2004 09:00:00","07/27/2004 08:00:00","0.506","1.02","0.536","3.117","3.603","0.391","0.144","0.123","0.03","0.029","0.013"
"CON186","2010.0","30.0","07/20/2010 09:00:00","07/27/2010 08:00:00","0.322","1.458","0.841","3.458","4.244","0.494","0.216","0.267","0.056","0.073","0.014"
"CON186","2007.0","30.0","07/24/2007 09:00:00","07/31/2007 08:00:00","0.762","1.853","1.477","4.405","5.812","0.633","0.405","0.333","0.117","0.104","0.014"
"CON186","2005.0","30.0","07/26/2005 09:00:00","08/02/2005 08:00:00","1.002","2.812","0.845","4.938","5.704","0.867","0.372","0.228","0.071","0.084","0.013"
"CON186","2010.0","29.0","07/13/2010 09:00:00","07/20/2010 08:00:00","0.375","1.736","0.793","2.796","3.545","0.554","0.218","0.278","0.054","0.151","0.013"
"CON186","2005.0","29.0","07/19/2005 09:00:00","07/26/2005 08:00:00","0.98","2.359","1.468","3.446","4.859","0.75","0.456","0.27","0.088","0.113","0.013"
"CON186","2005.0","28.0","07/12/2005 09:00:00","07/19/2005 08:00:00","0.614","1.857","0.732","4.62","5.278","0.701","0.314","0.12","0.043","0.066","0.013"
"CON186","2007.0","31.0","07/31/2007 09:00:00","08/07/2007 08:00:00","0.67","2.03","1.973","4.39","6.293","0.694","0.505","0.426","0.135","0.135","0.016"
"CON186","2010.0","35.0","08/24/2010 09:00:00","08/31/2010 08:00:00","0.275","0.941","1.168","1.944","3.081","0.358","0.27","0.277","0.06","0.081","0.015"
"CON186","2006.0","33.0","08/15/2006 09:00:00","08/22/2006 08:00:00","0.543","1.089","0.661","3.546","4.151","0.378","0.209","0.143","0.041","0.052","0.014"
"CON186","2009.0","35.0","08/25/2009 09:00:00","09/01/2009 08:00:00","0.39","0.776","0.484","2.46","2.905","0.277","0.248","0.097","0.038","0.137","0.013"
"CON186","2003.0","33.0","08/12/2003 09:00:00","08/19/2003 08:00:00","1.031","1.749","1.829","5.091","6.839","0.665","0.423","0.337","0.084","0.14","0.014"
"CON186","2003.0","35.0","08/26/2003 09:00:00","09/02/2003 08:00:00","0.807","2.093","1.311","6.042","7.257","0.697","0.321","0.283","0.071","0.071","0.014"
"CON186","2008.0","32.0","08/05/2008 09:00:00","08/12/2008 08:00:00","0.459","1.497","0.976","3.517","4.437","0.501","0.214","0.273","0.056","0.047","0.014"
"CON186","2005.0","33.0","08/16/2005 09:00:00","08/23/2005 08:00:00","0.663","1.399","0.762","5.237","5.916","0.58","0.224","0.089","0.032","0.042","0.014"
"CON186","2009.0","34.0","08/18/2009 09:00:00","08/25/2009 08:00:00","0.321","1.486","0.816","3.107","3.874","0.492","0.248","0.23","0.061","0.075","0.014"
"CON186","2004.0","34.0","08/17/2004 09:00:00","08/24/2004 08:00:00","0.458","2.039","1.934","3.761","5.635","0.997","0.239","0.203","0.049","0.044","0.014"
"CON186","2005.0","35.0","08/30/2005 09:00:00","09/06/2005 08:00:00","0.556","0.921","0.855","3.102","3.908","0.366","0.221","0.183","0.047","0.048","0.014"
"CON186","2005.0","34.0","08/23/2005 09:00:00","08/30/2005 08:00:00","0.658","1.129","0.646","3.121","3.718","0.403","0.194","0.146","0.04","0.047","0.014"
"CON186","2008.0","34.0","08/19/2008 09:00:00","08/26/2008 08:00:00","0.328","1.098","0.822","3.764","4.526","0.361","0.245","0.178","0.047","0.05","0.014"
"CON186","2008.0","33.0","08/12/2008 09:00:00","08/19/2008 08:00:00","0.504","1.846","1.165","3.824","4.929","0.618","0.302","0.28","0.072","0.076","0.014"
"CON186","2006.0","34.0","08/22/2006 09:00:00","08/29/2006 08:00:00","0.49","1.03","0.729","2.721","3.406","0.387","0.245","0.15","0.045","0.058","0.013"
"CON186","2009.0","33.0","08/11/2009 09:00:00","08/18/2009 08:00:00","0.524","1.319","1.221","3.451","4.617","0.569","0.362","0.229","0.073","0.221","0.014"
"CON186","2010.0","36.0","08/31/2010 09:00:00","09/07/2010 08:00:00","0.334","0.896","0.696","2.658","3.312","0.32","0.203","0.199","0.043","0.05","0.013"
"CON186","2010.0","34.0","08/17/2010 09:00:00","08/24/2010 08:00:00","0.313","1.045","0.6","2.685","3.242","0.363","0.184","0.16","0.038","0.043","0.013"
"CON186","2005.0","32.0","08/09/2005 09:00:00","08/16/2005 08:00:00","0.674","2.745","2.006","6.249","8.156","1.269","0.388","0.179","0.063","0.072","0.014"
"CON186","2007.0","32.0","08/07/2007 09:00:00","08/14/2007 08:00:00","0.578","1.23","1.014","3.951","4.902","0.406","0.267","0.273","0.074","0.066","0.013"
"CON186","2007.0","33.0","08/14/2007 09:00:00","08/21/2007 08:00:00","0.794","1.708","1.301","3.977","5.215","0.595","0.34","0.346","0.085","0.086","0.014"
"CON186","2004.0","32.0","08/03/2004 09:00:00","08/10/2004 08:00:00","0.706","1.651","0.949","4.487","5.365","0.557","0.261","0.216","0.051","0.044","0.014"
"CON186","2008.0","35.0","08/26/2008 09:00:00","09/02/2008 08:00:00","0.554","1.599","0.901","3.428","4.274","0.468","0.355","0.226","0.064","0.065","0.014"
"CON186","2006.0","35.0","08/29/2006 09:00:00","09/05/2006 08:00:00","0.58","1.048","0.709","2.494","3.163","0.333","0.288","0.135","0.06","0.096","0.013"
"CON186","2007.0","34.0","08/21/2007 09:00:00","08/28/2007 08:00:00","0.741","1.67","1.657","3.399","5.003","0.556","0.598","0.237","0.085","0.114","0.018"
"CON186","2003.0","32.0","08/05/2003 09:00:00","08/12/2003 08:00:00","0.465","0.992","0.693","3.763","4.396","0.364","0.214","0.127","0.036","0.04","0.014"
"CON186","2010.0","32.0","08/03/2010 09:00:00","08/10/2010 08:00:00","0.266","0.896","0.681","3.481","4.107","0.382","0.181","0.131","0.033","0.058","0.014"
"CON186","2004.0","33.0","08/10/2004 09:00:00","08/17/2004 08:00:00","0.77","2.388","1.758","4.338","6.027","0.916","0.372","0.261","0.073","0.071","0.013"
"CON186","2006.0","32.0","08/08/2006 09:00:00","08/15/2006 08:00:00","0.498","1.22","0.891","3.173","4.014","0.422","0.19","0.216","0.045","0.05","0.014"
"CON186","2006.0","31.0","08/01/2006 09:00:00","08/08/2006 08:00:00","0.749","1.536","1.196","4.053","5.184","0.515","0.277","0.243","0.056","0.059","0.014"
"CON186","2004.0","36.0","08/31/2004 09:00:00","09/07/2004 08:00:00","0.653","0.817","0.778","3.133","3.861","0.309","0.212","0.165","0.04","0.128","0.019"
"CON186","2007.0","35.0","08/28/2007 09:00:00","09/04/2007 08:00:00","0.46","1.355","0.516","2.069","2.552","0.467","0.262","0.1","0.039","0.058","0.013"
"CON186","2003.0","34.0","08/19/2003 09:00:00","08/26/2003 08:00:00","0.615","1.66","1.389","3.795","5.124","0.563","0.374","0.224","0.069","0.116","0.014"
"CON186","2010.0","33.0","08/10/2010 09:00:00","08/17/2010 08:00:00","0.275","0.765","0.528","2.971","3.452","0.293","0.166","0.106","0.032","0.108","0.014"
"CON186","2004.0","35.0","08/24/2004 09:00:00","08/31/2004 08:00:00","1.288","1.845","1.267","4.812","6.002","0.77","0.37","0.14","0.05","0.052","0.014"
"CON186","2005.0","31.0","08/02/2005 09:00:00","08/09/2005 08:00:00","","","","","","","","","","",""
"CON186","2009.0","32.0","08/04/2009 09:00:00","08/11/2009 08:00:00","0.366","0.991","1.003","2.829","3.786","0.365","0.226","0.232","0.05","0.097","0.014"
"CON186","2006.0","37.0","09/12/2006 09:00:00","09/19/2006 08:00:00","0.52","1.09","1.615","2.894","4.464","0.552","0.373","0.191","0.068","0.103","0.014"
"CON186","2006.0","39.0","09/26/2006 09:00:00","10/03/2006 08:00:00","0.378","0.649","0.932","2.981","3.865","0.314","0.21","0.091","0.03","0.042","0.014"
"CON186","2003.0","40.0","09/30/2003 09:00:00","10/07/2003 08:00:00","0.589","1.226","0.825","3.635","4.402","0.482","0.224","0.102","0.033","0.039","0.013"
"CON186","2010.0","37.0","09/07/2010 09:00:00","09/14/2010 08:00:00","0.288","0.921","1.054","3.418","4.418","0.323","0.198","0.272","0.052","0.05","0.014"
"CON186","2003.0","39.0","09/23/2003 09:00:00","09/30/2003 08:00:00","0.523","1.138","0.968","3.206","4.123","0.464","0.312","0.12","0.048","0.049","0.013"
"CON186","2010.0","39.0","09/21/2010 09:00:00","09/28/2010 08:00:00","0.254","0.695","0.393","2.116","2.475","0.263","0.185","0.11","0.036","0.048","0.014"
"CON186","2005.0","36.0","09/06/2005 09:00:00","09/13/2005 08:00:00","0.519","1.028","1.862","3.163","4.974","0.588","0.262","0.22","0.054","0.052","0.014"
"CON186","2010.0","40.0","09/28/2010 09:00:00","10/05/2010 08:00:00","0.225","0.743","0.714","1.159","1.855","0.365","0.111","0.066","0.021","0.034","0.023"
"CON186","2004.0","37.0","09/07/2004 09:00:00","09/14/2004 08:00:00","0.994","1.78","1.809","4.556","6.293","0.785","0.352","0.237","0.062","0.063","0.014"
"CON186","2007.0","37.0","09/11/2007 09:00:00","09/18/2007 08:00:00","0.387","0.957","1.159","2.983","4.094","0.432","0.229","0.177","0.044","0.045","0.014"
"CON186","2010.0","38.0","09/14/2010 09:00:00","09/21/2010 08:00:00","0.182","0.475","0.314","2.251","2.529","0.201","0.125","0.05","0.02","0.037","0.014"
"CON186","2005.0","38.0","09/20/2005 09:00:00","09/27/2005 08:00:00","0.348","1.079","0.688","3.057","3.696","0.431","0.171","0.078","0.026","0.041","0.014"
"CON186","2008.0","40.0","09/30/2008 09:00:00","10/07/2008 08:00:00","0.332","1.369","0.638","2.046","2.651","0.413","0.265","0.148","0.045","0.048","0.014"
"CON186","2008.0","39.0","09/23/2008 09:00:00","09/30/2008 08:00:00","0.415","1.371","0.565","2.534","3.058","0.522","0.279","0.096","0.041","0.05","0.014"
"CON186","2004.0","38.0","09/14/2004 09:00:00","09/21/2004 08:00:00","0.594","1.534","2.479","3.243","5.669","0.736","0.308","0.454","0.081","0.061","0.068"
"CON186","2003.0","36.0","09/02/2003 09:00:00","09/09/2003 08:00:00","0.359","1.308","0.951","2.082","3.0","0.53","0.233","0.151","0.042","0.053","0.013"
"CON186","2004.0","40.0","09/28/2004 09:00:00","10/05/2004 08:00:00","0.566","1.445","1.896","3.77","5.606","0.665","0.265","0.289","0.059","0.05","0.014"
"CON186","2008.0","36.0","09/02/2008 09:00:00","09/09/2008 08:00:00","0.413","1.643","0.964","3.264","4.176","0.585","0.229","0.24","0.051","0.048","0.013"
"CON186","2005.0","39.0","09/27/2005 09:00:00","10/04/2005 08:00:00","0.615","1.031","1.444","2.759","4.159","0.599","0.334","0.06","0.039","0.088","0.014"
"CON186","2009.0","37.0","09/08/2009 09:00:00","09/15/2009 08:00:00","0.218","0.859","0.943","2.168","3.077","0.329","0.165","0.184","0.045","0.05","0.014"
"CON186","2008.0","38.0","09/16/2008 09:00:00","09/23/2008 08:00:00","0.327","1.2","1.026","2.215","3.205","0.463","0.244","0.197","0.047","0.048","0.014"
"CON186","2007.0","39.0","09/25/2007 09:00:00","10/02/2007 08:00:00","0.484","1.343","1.768","3.849","5.556","0.663","0.277","0.186","0.052","0.05","0.014"
"CON186","2007.0","36.0","09/04/2007 09:00:00","09/11/2007 08:00:00","0.725","1.275","1.143","2.612","3.713","0.448","0.245","0.295","0.061","0.05","0.014"
"CON186","2009.0","40.0","09/29/2009 09:00:00","10/06/2009 08:00:00","0.203","0.774","1.216","1.118","2.317","0.234","0.264","0.505","0.088","0.116","0.439"
"CON186","2009.0","36.0","09/01/2009 09:00:00","09/08/2009 08:00:00","0.326","1.115","0.873","2.094","2.934","0.484","0.339","0.177","0.057","0.146","0.014"
"CON186","2005.0","37.0","09/13/2005 09:00:00","09/20/2005 08:00:00","0.59","1.657","2.388","4.858","7.169","0.827","0.309","0.275","0.064","0.066","0.016"
"CON186","2003.0","37.0","09/09/2003 09:00:00","09/16/2003 08:00:00","0.7","1.355","1.316","4.664","5.906","0.584","0.314","0.203","0.055","0.06","0.014"
"CON186","2003.0","38.0","09/16/2003 09:00:00","09/23/2003 08:00:00","0.403","0.818","0.712","3.726","4.378","0.354","0.332","0.108","0.046","0.051","0.013"
"CON186","2009.0","38.0","09/15/2009 09:00:00","09/22/2009 08:00:00","0.236","0.863","0.547","2.086","2.6","0.336","0.241","0.123","0.047","0.059","0.014"
"CON186","2006.0","38.0","09/19/2006 09:00:00","09/26/2006 08:00:00","0.563","0.959","1.465","2.603","4.027","0.354","0.383","0.27","0.072","0.094","0.017"
"CON186","2007.0","38.0","09/18/2007 09:00:00","09/25/2007 08:00:00","0.269","0.869","1.921","1.711","3.604","0.475","0.207","0.307","0.058","0.052","0.016"
"CON186","2008.0","37.0","09/09/2008 09:00:00","09/16/2008 08:00:00","0.341","1.265","0.546","2.679","3.183","0.481","0.236","0.127","0.04","0.052","0.014"
"CON186","2006.0","36.0","09/05/2006 09:00:00","09/12/2006 08:00:00","0.415","1.044","0.937","2.54","3.437","0.403","0.266","0.144","0.049","0.063","0.014"
"CON186","2009.0","39.0","09/22/2009 09:00:00","09/29/2009 08:00:00","0.23","0.526","0.215","1.14","1.337","0.23","0.178","0.03","0.025","0.032","0.014"
"CON186","2004.0","39.0","09/21/2004 09:00:00","09/28/2004 08:00:00","0.422","0.563","0.573","2.573","3.105","0.277","0.199","0.051","0.028","0.028","0.014"
"CON186","2007.0","44.0","10/30/2007 09:00:00","11/06/2007 08:00:00","0.434","0.793","0.492","2.069","2.529","0.332","0.19","0.064","0.024","0.039","0.014"
"CON186","2005.0","42.0","10/18/2005 09:00:00","10/25/2005 08:00:00","0.264","0.724","0.879","2.655","3.491","0.46","0.085","0.021","0.011","0.026","0.014"
"CON186","2004.0","42.0","10/12/2004 09:00:00","10/19/2004 08:00:00","0.269","0.944","1.814","1.293","3.086","0.643","0.231","0.118","0.04","0.035","0.091"
"CON186","2010.0","41.0","10/05/2010 09:00:00","10/12/2010 08:00:00","0.174","0.612","0.727","0.793","1.508","0.208","0.086","0.26","0.04","0.026","0.017"
"CON186","2007.0","43.0","10/23/2007 09:00:00","10/30/2007 08:00:00","0.685","0.647","1.62","1.428","3.025","0.477","0.419","0.059","0.046","0.184","0.015"
"CON186","2003.0","43.0","10/21/2003 09:00:00","10/28/2003 08:00:00","0.423","0.489","0.207","1.448","1.632","0.192","0.21","0.029","0.022","0.054","0.016"
"CON186","2004.0","43.0","10/19/2004 09:00:00","10/26/2004 08:00:00","0.311","0.821","2.867","0.861","3.714","0.996","0.072","0.139","0.023","0.022","0.035"
"CON186","2003.0","42.0","10/14/2003 09:00:00","10/21/2003 08:00:00","0.357","0.646","0.348","2.318","2.629","0.261","0.179","0.049","0.021","0.029","0.013"
"CON186","2004.0","44.0","10/26/2004 09:00:00","11/02/2004 08:00:00","","","","","","","","","","",""
"CON186","2009.0","42.0","10/13/2009 09:00:00","10/20/2009 08:00:00","0.141","0.373","0.602","0.945","1.532","0.259","0.076","0.04","0.014","0.017","0.014"
"CON186","2009.0","43.0","10/20/2009 09:00:00","10/27/2009 08:00:00","0.209","0.356","0.163","1.056","1.201","0.149","0.112","0.027","0.014","0.019","0.014"
"CON186","2006.0","44.0","10/31/2006 09:00:00","11/07/2006 08:00:00","0.186","0.663","0.437","2.388","2.787","0.258","0.106","0.073","0.024","0.032","0.014"
"CON186","2007.0","42.0","10/16/2007 09:00:00","10/23/2007 08:00:00","0.2","0.468","0.405","1.676","2.055","0.176","0.161","0.092","0.028","0.03","0.014"
"CON186","2009.0","44.0","10/27/2009 09:00:00","11/03/2009 08:00:00","0.262","0.31","0.187","0.37","0.551","0.104","0.144","0.08","0.026","0.028","0.044"
"CON186","2008.0","42.0","10/14/2008 09:00:00","10/21/2008 08:00:00","0.236","0.59","0.321","1.212","1.514","0.241","0.115","0.048","0.018","0.026","0.014"
"CON186","2010.0","42.0","10/12/2010 09:00:00","10/19/2010 08:00:00","0.231","1.04","0.378","0.628","0.996","0.372","0.179","0.056","0.027","0.036","0.018"
"CON186","2010.0","43.0","10/19/2010 09:00:00","10/26/2010 08:00:00","0.07","0.445","0.567","0.903","1.456","0.28","0.028","0.041","0.009","0.03","0.014"
"CON186","2006.0","43.0","10/24/2006 09:00:00","10/31/2006 08:00:00","0.423","0.909","1.247","1.886","3.103","0.514","0.238","0.084","0.032","0.063","0.014"
"CON186","2010.0","44.0","10/26/2010 09:00:00","11/02/2010 08:00:00","0.152","0.354","0.284","0.686","0.959","0.119","0.064","0.094","0.017","0.019","0.014"
"CON186","2005.0","43.0","10/25/2005 09:00:00","11/01/2005 08:00:00","0.241","0.957","0.671","2.698","3.326","0.47","0.091","0.04","0.015","0.022","0.014"
"CON186","2008.0","43.0","10/21/2008 09:00:00","10/28/2008 08:00:00","0.325","0.59","0.097","1.138","1.217","0.219","0.126","0.018","0.016","0.025","0.014"
"CON186","2003.0","44.0","10/28/2003 09:00:00","11/04/2003 08:00:00","0.285","0.5","1.538","0.438","1.969","0.552","0.103","0.114","0.024","0.061","0.092"
"CON186","2006.0","41.0","10/10/2006 09:00:00","10/17/2006 08:00:00","0.193","1.007","2.438","1.705","4.116","0.794","0.184","0.13","0.039","0.042","0.014"
"CON186","2009.0","41.0","10/06/2009 09:00:00","10/13/2009 08:00:00","0.21","0.932","2.513","1.949","4.431","0.718","0.174","0.278","0.054","0.055","0.038"
"CON186","2008.0","44.0","10/28/2008 09:00:00","11/04/2008 08:00:00","0.167","0.843","1.128","0.832","1.947","0.39","0.248","0.131","0.037","0.043","0.09"
"CON186","2005.0","40.0","10/04/2005 09:00:00","10/11/2005 08:00:00","0.493","0.664","1.132","1.806","2.91","0.323","0.27","0.133","0.043","0.141","0.014"
"CON186","2007.0","40.0","10/02/2007 09:00:00","10/09/2007 08:00:00","0.31","0.87","0.915","1.466","2.357","0.257","0.247","0.252","0.056","0.047","0.058"
"CON186","2008.0","41.0","10/07/2008 09:00:00","10/14/2008 08:00:00","0.256","0.904","1.146","1.398","2.522","0.365","0.225","0.274","0.054","0.066","0.045"
"CON186","2006.0","40.0","10/03/2006 09:00:00","10/10/2006 08:00:00","0.236","0.722","1.172","2.164","3.301","0.362","0.258","0.107","0.044","0.042","0.014"
"CON186","2003.0","41.0","10/07/2003 09:00:00","10/14/2003 08:00:00","0.529","1.298","0.953","4.295","5.18","0.575","0.275","0.11","0.042","0.047","0.013"
"CON186","2006.0","42.0","10/17/2006 09:00:00","10/24/2006 08:00:00","0.228","0.565","0.237","0.976","1.197","0.212","0.129","0.041","0.02","0.03","0.014"
"CON186","2005.0","41.0","10/11/2005 09:00:00","10/18/2005 08:00:00","0.328","0.795","0.797","1.799","2.567","0.25","0.225","0.127","0.041","0.047","0.034"
"CON186","2007.0","41.0","10/09/2007 09:00:00","10/16/2007 08:00:00","0.325","0.717","1.813","2.469","4.242","0.565","0.202","0.094","0.032","0.039","0.014"
"CON186","2004.0","41.0","10/05/2004 09:00:00","10/12/2004 08:00:00","0.484","1.128","0.868","3.018","3.838","0.493","0.327","0.095","0.042","0.043","0.013"
"CON186","2004.0","48.0","11/23/2004 09:00:00","11/30/2004 08:00:00","0.204","0.369","0.411","0.79","1.188","0.153","0.094","0.09","0.02","0.019","0.017"
"CON186","2004.0","45.0","11/02/2004 09:00:00","11/09/2004 08:00:00","0.252","0.468","2.165","0.929","3.08","0.56","0.099","0.244","0.038","0.026","0.116"
"CON186","2004.0","47.0","11/16/2004 09:00:00","11/23/2004 08:00:00","0.262","0.542","1.287","1.034","2.304","0.445","0.119","0.033","0.017","0.018","0.015"
"CON186","2008.0","46.0","11/11/2008 09:00:00","11/18/2008 08:00:00","0.133","0.148","0.036","0.187","0.22","0.06","0.026","0.008","0.004","0.007","0.015"
"CON186","2007.0","48.0","11/27/2007 09:00:00","12/04/2007 08:00:00","0.143","0.274","0.31","0.397","0.701","0.084","0.08","0.117","0.022","0.021","0.097"
"CON186","2005.0","45.0","11/08/2005 09:00:00","11/15/2005 08:00:00","","","","","","","","","","",""
"CON186","2010.0","46.0","11/09/2010 09:00:00","11/16/2010 08:00:00","0.184","0.331","0.224","0.511","0.727","0.128","0.072","0.047","0.02","0.015","0.015"
"CON186","2006.0","46.0","11/14/2006 09:00:00","11/21/2006 08:00:00","0.192","0.234","0.216","1.187","1.384","0.114","0.088","0.019","0.015","0.024","0.014"
"CON186","2005.0","47.0","11/22/2005 09:00:00","11/29/2005 08:00:00","0.329","0.501","1.232","1.196","2.409","0.441","0.112","0.052","0.016","0.025","0.014"
"CON186","2008.0","48.0","11/25/2008 09:00:00","12/02/2008 08:00:00","0.111","0.265","0.083","0.371","0.448","0.11","0.032","0.017","0.005","0.089","0.017"
"CON186","2009.0","48.0","11/24/2009 09:00:00","12/01/2009 08:00:00","0.15","0.367","0.452","0.318","0.764","0.143","0.145","0.092","0.036","0.026","0.049"
"CON186","2009.0","46.0","11/10/2009 09:00:00","11/17/2009 08:00:00","0.237","0.733","1.214","1.24","2.434","0.465","0.112","0.102","0.027","0.033","0.014"
"CON186","2008.0","45.0","11/04/2008 09:00:00","11/11/2008 08:00:00","0.166","0.31","0.716","0.604","1.31","0.167","0.078","0.137","0.023","0.021","0.03"
"CON186","2003.0","48.0","11/25/2003 09:00:00","12/02/2003 08:00:00","0.194","0.323","0.397","1.016","1.397","0.131","0.097","0.073","0.018","0.019","0.019"
"CON186","2007.0","46.0","11/13/2007 09:00:00","11/20/2007 08:00:00","0.258","0.285","0.257","1.504","1.738","0.126","0.105","0.018","0.012","0.016","0.014"
"CON186","2006.0","47.0","11/21/2006 09:00:00","11/28/2006 08:00:00","0.221","0.93","2.187","0.915","3.087","0.822","0.104","0.136","0.028","0.038","0.099"
"CON186","2009.0","47.0","11/17/2009 09:00:00","11/24/2009 08:00:00","0.227","0.519","0.483","1.192","1.656","0.23","0.113","0.058","0.023","0.044","0.014"
"CON186","2006.0","45.0","11/07/2006 09:00:00","11/14/2006 08:00:00","0.628","0.695","0.888","2.203","3.056","0.336","0.199","0.07","0.038","0.046","0.014"
"CON186","2008.0","47.0","11/18/2008 09:00:00","11/25/2008 08:00:00","0.404","0.833","0.566","1.626","2.166","0.362","0.238","0.047","0.024","0.048","0.014"
"CON186","2010.0","47.0","11/16/2010 09:00:00","11/23/2010 08:00:00","0.127","0.418","1.147","0.69","1.827","0.371","0.074","0.131","0.022","0.019","0.109"
"CON186","2007.0","47.0","11/20/2007 09:00:00","11/27/2007 08:00:00","","","","","","","","","","",""
